Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
012/862,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/866,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/867,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/868,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/869,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/870,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/871,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/872,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/873,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/874,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/875,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
012/960,Dr,Natural Increase,Sheep Purchases,Income,Sheep Sales,,,,,,,,,,
013/000,Dr,Cattle Purchases,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/002,Dr,Calves,Cattle Purchases,Expense,Bobby Calf Purchases - Beef,,,,,,,,,,
013/004,Dr,R1yr Heifers,Cattle Purchases,Expense,R1yr Heifers Purchases - Beef,,,,,,,,,,
013/006,Dr,R2yr Heifers,Cattle Purchases,Expense,R2yr Heifers Purchases - Beef,,,,,,,,,,
013/007,Dr,R3yr Heifers,Cattle Purchases,Expense,MA Cows Purchases - Beef,,,,,,,,,,
013/008,Dr,MA Cows,Cattle Purchases,Expense,MA Cows Purchases - Beef,,,,,,,,,,
013/012,Dr,Bobby Calves,Cattle Purchases,Expense,Bobby Calf Purchases - Beef,,,,,,,,,,
013/013,Dr,R1yr Steers/Bulls,Cattle Purchases,Expense,R1yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/014,Dr,R2yr Steers/Bulls,Cattle Purchases,Expense,R2yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/015,Dr,R3yr Steers/Bulls,Cattle Purchases,Expense,R3yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/017,Dr,R1yr Bulls/Steers,Cattle Purchases,Expense,R1yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/018,Dr,R2yr Bulls/Steers,Cattle Purchases,Expense,R2yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/019,Dr,R3yr Bulls/Steers,Cattle Purchases,Expense,R3yr Steers/Bulls Purchases - Beef,,,,,,,,,,
013/020,Dr,Breeding Bulls,Cattle Purchases,Expense,Breeding Bull Purchases - Beef,,,,,,,,,,
013/040,Dr,Bailed Cattle,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/100,Dr,National Standard Cost,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/102,Dr,Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/104,Dr,R1yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/106,Dr,R2yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/107,Dr,R3yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/108,Dr,MA Cows,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/112,Dr,Bobby Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/113,Dr,R1yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/114,Dr,R2yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/115,Dr,R3yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/117,Dr,R1yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/118,Dr,R2yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/119,Dr,R3yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/120,Dr,Breeding Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/200,Dr,Market Value,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/202,Dr,Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/204,Dr,R1yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/206,Dr,R2yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/207,Dr,R3yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/208,Dr,MA Cows,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/212,Dr,Bobby Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/213,Dr,R1yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/214,Dr,R2yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/215,Dr,R3yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/217,Dr,R1yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/218,Dr,R2yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/219,Dr,R3yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/220,Dr,Breeding Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/300,Dr,High Priced,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/302,Dr,Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/304,Dr,R1yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/306,Dr,R2yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/307,Dr,R3yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/308,Dr,MA Cows,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/312,Dr,Bobby Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/313,Dr,R1yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/314,Dr,R2yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/315,Dr,R3yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/317,Dr,R1yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/318,Dr,R2yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/319,Dr,R3yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/320,Dr,Breeding Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/400,Dr,Bailed,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/402,Dr,Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/404,Dr,R1yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/406,Dr,R2yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/407,Dr,R3yr Heifers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/408,Dr,MA Cows,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/412,Dr,Bobby Calves,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/413,Dr,R1yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/414,Dr,R2yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/415,Dr,R3yr Steers/Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/417,Dr,R1yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/418,Dr,R2yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/419,Dr,R3yr Bulls/Steers,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/420,Dr,Breeding Bulls,Cattle Purchases,Unknown,Unknown,,,,,,,,,,
013/800,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/802,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/804,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/806,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/807,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/808,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/812,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/813,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/814,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/815,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/817,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/818,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/819,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/820,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/822,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/824,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/826,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/827,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/828,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/832,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/833,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/834,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/835,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/837,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/838,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/839,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/840,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/841,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/842,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/843,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/844,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/845,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/846,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/847,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/848,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/849,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/850,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/851,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/852,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/853,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/854,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/855,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/856,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/857,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/858,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/859,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/860,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/861,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/862,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/863,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/864,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/865,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/866,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/867,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/868,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/869,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/870,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/871,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/872,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/873,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/874,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/875,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/876,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/877,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/878,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
013/879,Dr,Natural Increase,Cattle Purchases,Expense,Natural Increase - Beef,,,,,,,,,,
014/000,Dr,Dairy Cattle Purchases,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/002,Dr,Calves,Dairy Cattle Purchases,Expense,Bobby Calf Purchases - Dairy,,,,,,,,,,
014/004,Dr,R1yr Heifers,Dairy Cattle Purchases,Expense,R1yr Heifers Purchases - Dairy,,,,,,,,,,
014/006,Dr,R2yr Heifers,Dairy Cattle Purchases,Expense,R2yr Heifers Purchases - Dairy,,,,,,,,,,
014/007,Dr,R3yr Heifers,Dairy Cattle Purchases,Expense,MA Cows Purchases - Dairy,,,,,,,,,,
014/008,Dr,MA Cows,Dairy Cattle Purchases,Expense,MA Cows Purchases - Dairy,,,,,,,,,,
014/012,Dr,Bobby Calves,Dairy Cattle Purchases,Expense,Bobby Calf Purchases - Dairy,,,,,,,,,,
014/013,Dr,R1yr Steers/Bulls,Dairy Cattle Purchases,Expense,R1yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/014,Dr,R2yr Steers/Bulls,Dairy Cattle Purchases,Expense,R2yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/015,Dr,R3yr Steers/Bulls,Dairy Cattle Purchases,Expense,R3yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/017,Dr,R1yr Bulls/Steers,Dairy Cattle Purchases,Expense,R1yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/018,Dr,R2yr Bulls/Steers,Dairy Cattle Purchases,Expense,R2yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/019,Dr,R3yr Bulls/Steers,Dairy Cattle Purchases,Expense,R3yr Steers/Bulls Purchases - Dairy,,,,,,,,,,
014/020,Dr,Breeding Bulls,Dairy Cattle Purchases,Expense,Breeding Bull Purchases - Dairy,,,,,,,,,,
014/040,Dr,Bailed Cows,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/100,Dr,National Standard Cost,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/102,Dr,Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/104,Dr,R1yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/106,Dr,R2yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/107,Dr,R3yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/108,Dr,MA Cows,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/112,Dr,Bobby Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/113,Dr,R1yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/114,Dr,R2yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/115,Dr,R3yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/117,Dr,R1yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/118,Dr,R2yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/119,Dr,R3yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/120,Dr,Breeding Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/200,Dr,Market Value,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/202,Dr,Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/204,Dr,R1yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/206,Dr,R2yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/207,Dr,R3yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/208,Dr,MA Cows,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/212,Dr,Bobby Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/213,Dr,R1yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/214,Dr,R2yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/215,Dr,R3yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/217,Dr,R1yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/218,Dr,R2yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/219,Dr,R3yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/220,Dr,Breeding Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/300,Dr,High Priced,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/302,Dr,Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/304,Dr,R1yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/306,Dr,R2yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/307,Dr,R3yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/308,Dr,MA Cows,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/312,Dr,Bobby Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/313,Dr,R1yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/314,Dr,R2yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/315,Dr,R3yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/317,Dr,R1yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/318,Dr,R2yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/319,Dr,R3yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/320,Dr,Breeding Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/400,Dr,Bailed,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/402,Dr,Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/404,Dr,R1yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/406,Dr,R2yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/407,Dr,R3yr Heifers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/408,Dr,MA Cows,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/412,Dr,Bobby Calves,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/413,Dr,R1yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/414,Dr,R2yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/415,Dr,R3yr Steers/Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/417,Dr,R1yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/418,Dr,R2yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/419,Dr,R3yr Bulls/Steers,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/420,Dr,Breeding Bulls,Dairy Cattle Purchases,Unknown,Unknown,,,,,,,,,,
014/800,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/802,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/804,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/806,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/807,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/808,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/812,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/813,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/814,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/815,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/817,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/818,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/819,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/820,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/822,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/824,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/826,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/827,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/828,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/832,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/833,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/834,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/835,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/837,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/838,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/839,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/840,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/841,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/842,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/843,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/844,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/845,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/846,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/847,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/848,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/849,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/850,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/851,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/852,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/853,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/854,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/855,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/856,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/857,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/858,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/859,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/860,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/861,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/862,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/863,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/864,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
014/865,Dr,Natural Increase,Dairy Cattle Purchases,Expense,Natural Increase - Dairy,,,,,,,,,,
